Mes,cliente_id,sku,Unidades_Sell_In,Unidades_Sell_Out,Unidades_Inicial,Kilos_Inicial,Inventario_Anterior,Variacion_Inventario,Unidades_Inventario_Final,Kilos_Inventario_Final,DOH,Estado_Abastecimiento
2025-01,C001,110105,120,167,88.0,13.2,88.0,-47.0,41.0,6.1499999999999995,7.365269461077844,🟡 Sobre
2025-02,C001,110105,174,152,88.0,13.2,41.0,22.0,63.0,9.45,12.43421052631579,🟡 Sobre
2025-03,C001,110105,171,185,88.0,13.2,63.0,-14.0,49.0,7.35,7.9459459459459465,🟡 Sobre
2025-04,C001,110105,169,146,88.0,13.2,49.0,23.0,72.0,10.799999999999999,14.794520547945204,🟡 Sobre
2025-05,C001,110105,126,167,88.0,13.2,72.0,-41.0,31.0,4.6499999999999995,5.568862275449102,🟢 Bien
2025-06,C001,110105,180,152,88.0,13.2,31.0,28.0,59.0,8.85,11.644736842105262,🟡 Sobre
2025-07,C001,110105,190,164,88.0,13.2,59.0,26.0,85.0,12.75,15.548780487804878,🟡 Sobre
2025-08,C001,110105,119,169,88.0,13.2,85.0,-50.0,35.0,5.25,6.21301775147929,🟢 Bien
2025-09,C001,110105,204,176,88.0,13.2,35.0,28.0,63.0,9.45,10.738636363636363,🟡 Sobre
2025-10,C001,110105,184,193,88.0,13.2,63.0,-9.0,54.0,8.1,8.393782383419689,🟡 Sobre
2025-11,C001,110105,229,213,88.0,13.2,54.0,16.0,70.0,10.5,9.859154929577466,🟡 Sobre
2025-12,C001,110105,272,264,88.0,13.2,70.0,8.0,78.0,11.7,8.863636363636363,🟡 Sobre
2025-01,C001,110106,146,154,71.0,8.875,71.0,-8.0,63.0,7.875,12.272727272727273,🟡 Sobre
2025-02,C001,110106,91,117,71.0,8.875,63.0,-26.0,37.0,4.625,9.487179487179487,🟡 Sobre
2025-03,C001,110106,181,140,71.0,8.875,37.0,41.0,78.0,9.75,16.714285714285715,🟡 Sobre
2025-04,C001,110106,115,132,71.0,8.875,78.0,-17.0,61.0,7.625,13.863636363636363,🟡 Sobre
2025-05,C001,110106,161,156,71.0,8.875,61.0,5.0,66.0,8.25,12.692307692307692,🟡 Sobre
2025-06,C001,110106,245,170,71.0,8.875,66.0,75.0,141.0,17.625,24.88235294117647,🟡 Sobre
2025-07,C001,110106,163,162,71.0,8.875,141.0,1.0,142.0,17.75,26.296296296296298,🟡 Sobre
2025-08,C001,110106,110,138,71.0,8.875,142.0,-28.0,114.0,14.25,24.782608695652176,🟡 Sobre
2025-09,C001,110106,185,164,71.0,8.875,114.0,21.0,135.0,16.875,24.695121951219512,🟡 Sobre
2025-10,C001,110106,162,155,71.0,8.875,135.0,7.0,142.0,17.75,27.483870967741936,🟡 Sobre
2025-11,C001,110106,137,177,71.0,8.875,142.0,-40.0,102.0,12.75,17.28813559322034,🟡 Sobre
2025-12,C001,110106,228,222,71.0,8.875,102.0,6.0,108.0,13.5,14.594594594594595,🟡 Sobre
2025-01,C001,110107,135,141,61.0,7.625,61.0,-6.0,55.0,6.875,11.702127659574469,🟡 Sobre
2025-02,C001,110107,145,144,61.0,7.625,55.0,1.0,56.0,7.0,11.666666666666666,🟡 Sobre
2025-03,C001,110107,160,140,61.0,7.625,56.0,20.0,76.0,9.5,16.285714285714285,🟡 Sobre
2025-04,C001,110107,106,131,61.0,7.625,76.0,-25.0,51.0,6.375,11.679389312977099,🟡 Sobre
2025-05,C001,110107,156,146,61.0,7.625,51.0,10.0,61.0,7.625,12.534246575342467,🟡 Sobre
2025-06,C001,110107,149,149,61.0,7.625,61.0,0.0,61.0,7.625,12.281879194630873,🟡 Sobre
2025-07,C001,110107,151,150,61.0,7.625,61.0,1.0,62.0,7.75,12.4,🟡 Sobre
2025-08,C001,110107,159,152,61.0,7.625,62.0,7.0,69.0,8.625,13.618421052631579,🟡 Sobre
2025-09,C001,110107,164,185,61.0,7.625,69.0,-21.0,48.0,6.0,7.783783783783784,🟡 Sobre
2025-10,C001,110107,155,165,61.0,7.625,48.0,-10.0,38.0,4.75,6.909090909090909,🟢 Bien
2025-11,C001,110107,194,166,61.0,7.625,38.0,28.0,66.0,8.25,11.927710843373495,🟡 Sobre
2025-12,C001,110107,240,206,61.0,7.625,66.0,34.0,100.0,12.5,14.563106796116505,🟡 Sobre
2025-01,C001,110110,115,111,45.0,16.2,45.0,4.0,49.0,17.64,13.243243243243242,🟡 Sobre
2025-02,C001,110110,74,94,45.0,16.2,49.0,-20.0,29.0,10.440000000000001,9.25531914893617,🟡 Sobre
2025-03,C001,110110,111,105,45.0,16.2,29.0,6.0,35.0,12.600000000000001,10.0,🟡 Sobre
2025-04,C001,110110,76,84,45.0,16.2,35.0,-8.0,27.0,9.720000000000002,9.642857142857144,🟡 Sobre
2025-05,C001,110110,103,96,45.0,16.2,27.0,7.0,34.0,12.240000000000002,10.625,🟡 Sobre
2025-06,C001,110110,129,106,45.0,16.2,34.0,23.0,57.0,20.520000000000003,16.132075471698112,🟡 Sobre
2025-07,C001,110110,81,109,45.0,16.2,57.0,-28.0,29.0,10.440000000000003,7.9816513761467895,🟡 Sobre
2025-08,C001,110110,111,99,45.0,16.2,29.0,12.0,41.0,14.760000000000003,12.424242424242424,🟡 Sobre
2025-09,C001,110110,125,112,45.0,16.2,41.0,13.0,54.0,19.440000000000005,14.464285714285715,🟡 Sobre
2025-10,C001,110110,115,117,45.0,16.2,54.0,-2.0,52.0,18.720000000000006,13.333333333333332,🟡 Sobre
2025-11,C001,110110,96,117,45.0,16.2,52.0,-21.0,31.0,11.160000000000007,7.948717948717949,🟡 Sobre
2025-12,C001,110110,147,141,45.0,16.2,31.0,6.0,37.0,13.320000000000007,7.872340425531915,🟡 Sobre
2025-01,C001,110112,249,373,239.0,23.900000000000002,239.0,-124.0,115.0,11.500000000000002,9.249329758713136,🟡 Sobre
2025-02,C001,110112,383,326,239.0,23.900000000000002,115.0,57.0,172.0,17.200000000000003,15.828220858895705,🟡 Sobre
2025-03,C001,110112,321,362,239.0,23.900000000000002,172.0,-41.0,131.0,13.100000000000001,10.856353591160222,🟡 Sobre
2025-04,C001,110112,406,354,239.0,23.900000000000002,131.0,52.0,183.0,18.3,15.508474576271185,🟡 Sobre
2025-05,C001,110112,420,429,239.0,23.900000000000002,183.0,-9.0,174.0,17.400000000000002,12.167832167832167,🟡 Sobre
2025-06,C001,110112,445,401,239.0,23.900000000000002,174.0,44.0,218.0,21.800000000000004,16.30922693266833,🟡 Sobre
2025-07,C001,110112,431,429,239.0,23.900000000000002,218.0,2.0,220.0,22.000000000000004,15.384615384615383,🟡 Sobre
2025-08,C001,110112,258,386,239.0,23.900000000000002,220.0,-128.0,92.0,9.200000000000003,7.150259067357513,🟡 Sobre
2025-09,C001,110112,438,417,239.0,23.900000000000002,92.0,21.0,113.0,11.300000000000002,8.129496402877697,🟡 Sobre
2025-10,C001,110112,427,404,239.0,23.900000000000002,113.0,23.0,136.0,13.600000000000003,10.099009900990099,🟡 Sobre
2025-11,C001,110112,455,413,239.0,23.900000000000002,136.0,42.0,178.0,17.800000000000004,12.929782082324456,🟡 Sobre
2025-12,C001,110112,357,405,239.0,23.900000000000002,178.0,-48.0,130.0,13.000000000000004,9.62962962962963,🟡 Sobre
2025-01,C001,110113,137,167,116.0,29.0,116.0,-30.0,86.0,21.5,15.449101796407184,🟡 Sobre
2025-02,C001,110113,207,191,116.0,29.0,86.0,16.0,102.0,25.5,16.020942408376964,🟡 Sobre
2025-03,C001,110113,139,175,116.0,29.0,102.0,-36.0,66.0,16.5,11.314285714285715,🟡 Sobre
2025-04,C001,110113,219,188,116.0,29.0,66.0,31.0,97.0,24.25,15.47872340425532,🟡 Sobre
2025-05,C001,110113,217,214,116.0,29.0,97.0,3.0,100.0,25.0,14.018691588785046,🟡 Sobre
2025-06,C001,110113,208,193,116.0,29.0,100.0,15.0,115.0,28.75,17.875647668393782,🟡 Sobre
2025-07,C001,110113,145,186,116.0,29.0,115.0,-41.0,74.0,18.5,11.935483870967742,🟡 Sobre
2025-08,C001,110113,241,242,116.0,29.0,74.0,-1.0,73.0,18.25,9.049586776859504,🟡 Sobre
2025-09,C001,110113,222,181,116.0,29.0,73.0,41.0,114.0,28.5,18.895027624309392,🟡 Sobre
2025-10,C001,110113,236,242,116.0,29.0,114.0,-6.0,108.0,27.0,13.388429752066116,🟡 Sobre
2025-11,C001,110113,159,219,116.0,29.0,108.0,-60.0,48.0,12.0,6.575342465753424,🟢 Bien
2025-12,C001,110113,273,246,116.0,29.0,48.0,27.0,75.0,18.75,9.146341463414634,🟡 Sobre
2025-01,C001,110114,111,164,96.0,24.0,96.0,-53.0,43.0,10.75,7.865853658536586,🟡 Sobre
2025-02,C001,110114,177,143,96.0,24.0,43.0,34.0,77.0,19.25,16.153846153846153,🟡 Sobre
2025-03,C001,110114,113,139,96.0,24.0,77.0,-26.0,51.0,12.75,11.007194244604316,🟡 Sobre
2025-04,C001,110114,168,155,96.0,24.0,51.0,13.0,64.0,16.0,12.387096774193548,🟡 Sobre
2025-05,C001,110114,172,164,96.0,24.0,64.0,8.0,72.0,18.0,13.170731707317072,🟡 Sobre
2025-06,C001,110114,138,144,96.0,24.0,72.0,-6.0,66.0,16.5,13.75,🟡 Sobre
2025-07,C001,110114,179,190,96.0,24.0,66.0,-11.0,55.0,13.75,8.68421052631579,🟡 Sobre
2025-08,C001,110114,184,175,96.0,24.0,55.0,9.0,64.0,16.0,10.971428571428572,🟡 Sobre
2025-09,C001,110114,169,167,96.0,24.0,64.0,2.0,66.0,16.5,11.8562874251497,🟡 Sobre
2025-10,C001,110114,150,175,96.0,24.0,66.0,-25.0,41.0,10.25,7.0285714285714285,🟡 Sobre
2025-11,C001,110114,165,181,96.0,24.0,41.0,-16.0,25.0,6.25,4.143646408839779,🟢 Bien
2025-12,C001,110114,262,223,96.0,24.0,25.0,39.0,64.0,16.0,8.609865470852018,🟡 Sobre
2025-01,C001,110115,127,139,84.0,21.0,84.0,-12.0,72.0,18.0,15.53956834532374,🟡 Sobre
2025-02,C001,110115,194,152,84.0,21.0,72.0,42.0,114.0,28.5,22.5,🟡 Sobre
2025-03,C001,110115,198,192,84.0,21.0,114.0,6.0,120.0,30.0,18.75,🟡 Sobre
2025-04,C001,110115,188,168,84.0,21.0,120.0,20.0,140.0,35.0,25.0,🟡 Sobre
2025-05,C001,110115,191,170,84.0,21.0,140.0,21.0,161.0,40.25,28.41176470588235,🟡 Sobre
2025-06,C001,110115,127,154,84.0,21.0,161.0,-27.0,134.0,33.5,26.1038961038961,🟡 Sobre
2025-07,C001,110115,199,182,84.0,21.0,134.0,17.0,151.0,37.75,24.89010989010989,🟡 Sobre
2025-08,C001,110115,208,201,84.0,21.0,151.0,7.0,158.0,39.5,23.582089552238806,🟡 Sobre
2025-09,C001,110115,178,172,84.0,21.0,158.0,6.0,164.0,41.0,28.6046511627907,🟡 Sobre
2025-10,C001,110115,188,185,84.0,21.0,164.0,3.0,167.0,41.75,27.08108108108108,🟡 Sobre
2025-11,C001,110115,216,213,84.0,21.0,167.0,3.0,170.0,42.5,23.943661971830984,🟡 Sobre
2025-12,C001,110115,269,291,84.0,21.0,170.0,-22.0,148.0,37.0,15.257731958762886,🟡 Sobre
2025-01,C001,120101,296,450,269.0,67.25,269.0,-154.0,115.0,28.75,7.666666666666666,🟡 Sobre
2025-02,C001,120101,451,381,269.0,67.25,115.0,70.0,185.0,46.25,14.566929133858268,🟡 Sobre
2025-03,C001,120101,508,448,269.0,67.25,185.0,60.0,245.0,61.25,16.40625,🟡 Sobre
2025-04,C001,120101,320,459,269.0,67.25,245.0,-139.0,106.0,26.5,6.928104575163399,🟢 Bien
2025-05,C001,120101,561,486,269.0,67.25,106.0,75.0,181.0,45.25,11.17283950617284,🟡 Sobre
2025-06,C001,120101,546,465,269.0,67.25,181.0,81.0,262.0,65.5,16.903225806451616,🟡 Sobre
2025-07,C001,120101,355,494,269.0,67.25,262.0,-139.0,123.0,30.75,7.469635627530364,🟡 Sobre
2025-08,C001,120101,1252,435,269.0,67.25,123.0,817.0,940.0,235.0,64.82758620689656,🟡 Sobre
2025-09,C001,120101,141,404,269.0,67.25,940.0,-263.0,677.0,169.25,50.27227722772277,🟡 Sobre
2025-10,C001,120101,562,533,269.0,67.25,677.0,29.0,706.0,176.5,39.73733583489681,🟡 Sobre
2025-11,C001,120101,531,499,269.0,67.25,706.0,32.0,738.0,184.5,44.368737474949896,🟡 Sobre
2025-12,C001,120101,400,503,269.0,67.25,738.0,-103.0,635.0,158.75,37.8727634194831,🟡 Sobre
2025-01,C001,120103,173,234,113.0,22.6,113.0,-61.0,52.0,10.4,6.666666666666666,🟢 Bien
2025-02,C001,120103,177,181,113.0,22.6,52.0,-4.0,48.0,9.6,7.955801104972375,🟡 Sobre
2025-03,C001,120103,267,226,113.0,22.6,48.0,41.0,89.0,17.8,11.814159292035399,🟡 Sobre
2025-04,C001,120103,244,252,113.0,22.6,89.0,-8.0,81.0,16.2,9.642857142857144,🟡 Sobre
2025-05,C001,120103,247,217,113.0,22.6,81.0,30.0,111.0,22.2,15.345622119815669,🟡 Sobre
2025-06,C001,120103,265,248,113.0,22.6,111.0,17.0,128.0,25.6,15.483870967741936,🟡 Sobre
2025-07,C001,120103,255,253,113.0,22.6,128.0,2.0,130.0,26.0,15.415019762845851,🟡 Sobre
2025-08,C001,120103,187,246,113.0,22.6,130.0,-59.0,71.0,14.2,8.658536585365853,🟡 Sobre
2025-09,C001,120103,259,241,113.0,22.6,71.0,18.0,89.0,17.8,11.078838174273859,🟡 Sobre
2025-10,C001,120103,260,263,113.0,22.6,89.0,-3.0,86.0,17.2,9.809885931558936,🟡 Sobre
2025-11,C001,120103,271,281,113.0,22.6,86.0,-10.0,76.0,15.2,8.113879003558718,🟡 Sobre
2025-12,C001,120103,275,279,113.0,22.6,76.0,-4.0,72.0,14.399999999999999,7.741935483870968,🟡 Sobre
2025-01,C001,120104,146,219,143.0,28.6,143.0,-73.0,70.0,14.0,9.58904109589041,🟡 Sobre
2025-02,C001,120104,227,184,143.0,28.6,70.0,43.0,113.0,22.6,18.423913043478258,🟡 Sobre
2025-03,C001,120104,242,228,143.0,28.6,113.0,14.0,127.0,25.400000000000002,16.710526315789473,🟡 Sobre
2025-04,C001,120104,154,216,143.0,28.6,127.0,-62.0,65.0,13.000000000000002,9.027777777777779,🟡 Sobre
2025-05,C001,120104,243,248,143.0,28.6,65.0,-5.0,60.0,12.000000000000002,7.258064516129032,🟡 Sobre
2025-06,C001,120104,265,243,143.0,28.6,60.0,22.0,82.0,16.400000000000002,10.123456790123457,🟡 Sobre
2025-07,C001,120104,292,265,143.0,28.6,82.0,27.0,109.0,21.800000000000004,12.339622641509434,🟡 Sobre
2025-08,C001,120104,250,247,143.0,28.6,109.0,3.0,112.0,22.400000000000006,13.603238866396762,🟡 Sobre
2025-09,C001,120104,239,220,143.0,28.6,112.0,19.0,131.0,26.200000000000006,17.863636363636363,🟡 Sobre
2025-10,C001,120104,249,254,143.0,28.6,131.0,-5.0,126.0,25.200000000000006,14.881889763779528,🟡 Sobre
2025-11,C001,120104,206,246,143.0,28.6,126.0,-40.0,86.0,17.200000000000006,10.487804878048781,🟡 Sobre
2025-12,C001,120104,273,269,143.0,28.6,86.0,4.0,90.0,18.000000000000007,10.037174721189592,🟡 Sobre
2025-01,C001,130101,256,304,202.0,30.299999999999997,202.0,-48.0,154.0,23.099999999999998,15.19736842105263,🟡 Sobre
2025-02,C001,130101,257,322,202.0,30.299999999999997,154.0,-65.0,89.0,13.349999999999998,8.29192546583851,🟡 Sobre
2025-03,C001,130101,377,334,202.0,30.299999999999997,89.0,43.0,132.0,19.799999999999997,11.8562874251497,🟡 Sobre
2025-04,C001,130101,411,360,202.0,30.299999999999997,132.0,51.0,183.0,27.449999999999996,15.25,🟡 Sobre
2025-05,C001,130101,356,372,202.0,30.299999999999997,183.0,-16.0,167.0,25.049999999999997,13.46774193548387,🟡 Sobre
2025-06,C001,130101,297,321,202.0,30.299999999999997,167.0,-24.0,143.0,21.449999999999996,13.36448598130841,🟡 Sobre
2025-07,C001,130101,293,365,202.0,30.299999999999997,143.0,-72.0,71.0,10.649999999999997,5.835616438356165,🟢 Bien
2025-08,C001,130101,403,362,202.0,30.299999999999997,71.0,41.0,112.0,16.799999999999997,9.281767955801104,🟡 Sobre
2025-09,C001,130101,378,368,202.0,30.299999999999997,112.0,10.0,122.0,18.299999999999997,9.945652173913043,🟡 Sobre
2025-10,C001,130101,388,384,202.0,30.299999999999997,122.0,4.0,126.0,18.9,9.84375,🟡 Sobre
2025-11,C001,130101,362,346,202.0,30.299999999999997,126.0,16.0,142.0,21.299999999999997,12.3121387283237,🟡 Sobre
2025-12,C001,130101,554,392,202.0,30.299999999999997,142.0,162.0,304.0,45.599999999999994,23.26530612244898,🟡 Sobre
2025-01,C001,130103,305,303,158.0,45.504,158.0,2.0,160.0,46.08,15.84158415841584,🟡 Sobre
2025-02,C001,130103,244,265,158.0,45.504,160.0,-21.0,139.0,40.032,15.735849056603774,🟡 Sobre
2025-03,C001,130103,246,274,158.0,45.504,139.0,-28.0,111.0,31.967999999999996,12.153284671532846,🟡 Sobre
2025-04,C001,130103,259,315,158.0,45.504,111.0,-56.0,55.0,15.839999999999996,5.238095238095238,🟢 Bien
2025-05,C001,130103,358,305,158.0,45.504,55.0,53.0,108.0,31.103999999999996,10.62295081967213,🟡 Sobre
2025-06,C001,130103,335,325,158.0,45.504,108.0,10.0,118.0,33.983999999999995,10.892307692307693,🟡 Sobre
2025-07,C001,130103,359,352,158.0,45.504,118.0,7.0,125.0,35.99999999999999,10.65340909090909,🟡 Sobre
2025-08,C001,130103,323,318,158.0,45.504,125.0,5.0,130.0,37.43999999999999,12.264150943396228,🟡 Sobre
2025-09,C001,130103,245,298,158.0,45.504,130.0,-53.0,77.0,22.17599999999999,7.751677852348994,🟡 Sobre
2025-10,C001,130103,372,356,158.0,45.504,77.0,16.0,93.0,26.783999999999992,7.837078651685394,🟡 Sobre
2025-11,C001,130103,348,333,158.0,45.504,93.0,15.0,108.0,31.103999999999992,9.72972972972973,🟡 Sobre
2025-12,C001,130103,387,343,158.0,45.504,108.0,44.0,152.0,43.77599999999999,13.294460641399418,🟡 Sobre
2025-01,C001,190101,0,1,25.0,10.0,25.0,-1.0,24.0,9.6,720.0,🟡 Sobre
2025-02,C001,190101,0,3,25.0,10.0,24.0,-3.0,21.0,8.399999999999999,210.0,🟡 Sobre
2025-03,C001,190101,0,1,25.0,10.0,21.0,-1.0,20.0,7.999999999999998,600.0,🟡 Sobre
2025-04,C001,190101,0,2,25.0,10.0,20.0,-2.0,18.0,7.199999999999998,270.0,🟡 Sobre
2025-05,C001,190101,0,1,25.0,10.0,18.0,-1.0,17.0,6.799999999999998,510.0,🟡 Sobre
2025-09,C001,190101,0,2,25.0,10.0,17.0,-2.0,15.0,5.999999999999998,225.0,🟡 Sobre
2025-10,C001,190101,2,14,25.0,10.0,15.0,-12.0,3.0,1.1999999999999975,6.428571428571428,🟢 Bien
2025-11,C001,190101,37,40,25.0,10.0,3.0,-3.0,0.0,0.0,0.0,🔴 Falta
2025-12,C001,190101,96,81,25.0,10.0,0.0,15.0,15.0,6.0,5.555555555555555,🟢 Bien
2025-02,C001,190102,0,1,26.0,13.0,26.0,-1.0,25.0,12.5,750.0,🟡 Sobre
2025-05,C001,190102,0,2,26.0,13.0,25.0,-2.0,23.0,11.5,345.0,🟡 Sobre
2025-06,C001,190102,0,1,26.0,13.0,23.0,-1.0,22.0,11.0,660.0,🟡 Sobre
2025-07,C001,190102,0,1,26.0,13.0,22.0,-1.0,21.0,10.5,630.0,🟡 Sobre
2025-08,C001,190102,0,3,26.0,13.0,21.0,-3.0,18.0,9.0,180.0,🟡 Sobre
2025-09,C001,190102,0,1,26.0,13.0,18.0,-1.0,17.0,8.5,510.0,🟡 Sobre
2025-10,C001,190102,0,12,26.0,13.0,17.0,-12.0,5.0,2.5,12.5,🟡 Sobre
2025-11,C001,190102,69,66,26.0,13.0,5.0,3.0,8.0,4.0,3.6363636363636367,🟢 Bien
2025-12,C001,190102,157,150,26.0,13.0,8.0,7.0,15.0,7.5,3.0,🟢 Bien
2025-01,C001,190103,0,2,29.0,17.4,29.0,-2.0,27.0,16.2,405.0,🟡 Sobre
2025-08,C001,190103,0,1,29.0,17.4,27.0,-1.0,26.0,15.6,780.0,🟡 Sobre
2025-09,C001,190103,0,2,29.0,17.4,26.0,-2.0,24.0,14.4,360.0,🟡 Sobre
2025-10,C001,190103,0,15,29.0,17.4,24.0,-15.0,9.0,5.4,18.0,🟡 Sobre
2025-11,C001,190103,42,44,29.0,17.4,9.0,-2.0,7.0,4.2,4.7727272727272725,🟢 Bien
2025-12,C001,190103,112,103,29.0,17.4,7.0,9.0,16.0,9.6,4.660194174757281,🟢 Bien
2025-01,C001,300101,188,280,170.0,39.1,170.0,-92.0,78.0,17.94,8.357142857142858,🟡 Sobre
2025-02,C001,300101,282,241,170.0,39.1,78.0,41.0,119.0,27.37,14.813278008298756,🟡 Sobre
2025-03,C001,300101,292,263,170.0,39.1,119.0,29.0,148.0,34.04,16.88212927756654,🟡 Sobre
2025-04,C001,300101,199,281,170.0,39.1,148.0,-82.0,66.0,15.18,7.0462633451957295,🟡 Sobre
2025-05,C001,300101,268,268,170.0,39.1,66.0,0.0,66.0,15.18,7.388059701492537,🟡 Sobre
2025-06,C001,300101,300,273,170.0,39.1,66.0,27.0,93.0,21.39,10.21978021978022,🟡 Sobre
2025-07,C001,300101,290,262,170.0,39.1,93.0,28.0,121.0,27.830000000000002,13.854961832061068,🟡 Sobre
